idweb;id;annonce_reference_schema_v110;objet;filename;famille;code_departement;code_departement_prestation;famille_libelle;dateparution;datefindiffusion;datelimitereponse;nomacheteur;titulaire;perimetre;type_procedure;soustype_procedure;procedure_libelle;procedure_categorise;nature;sousnature;nature_libelle;sousnature_libelle;nature_categorise;nature_categorise_libelle;criteres;marche_public_simplifie;marche_public_simplifie_label;etat;descripteur_code;dc;descripteur_libelle;type_marche;type_marche_facette;type_avis;annonce_lie;annonces_anterieures;annonces_anterieures_schema_v110;source_schema;GESTION;DONNEES;url_avis;url_pdf;gpt_response
24-14856;24_14856;;Cité scolaire Jean-Baptiste Darnet à SAINT-YRIEIX-LA-PERCHE (87) - Restructuration de l'externat;24-14856;JOUE;['87', '33', '19', '23', '24', '16', '86', '79', '17'];;Marchés européens;2024-02-08;2024-04-05;2024-04-05T10:00:00+00:00;Tribunal administratif de Limoges;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;CONCOURS;Avis de marché;Concours;appeloffre/concours;Avis de marché/Concours;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14856;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14856.pdf;FALSE
24-14859;24_14859;;Prestations de services d'assurance;24-14859;JOUE;['35'];;Marchés européens;2024-02-08;2024-04-06;;SIVU AQUA OUEST;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['20'];['20'];['Assurance'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14859;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14859.pdf;FALSE
24-14951;24_14951;;AOO 2023/69 Exploitation du service public d'eau potable;24-14951;JOUE;['28'];;Marchés européens;2024-02-08;2024-05-05;;CA du Pays de Dreux;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['6'];['6'];['Alimentation en eau potable'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14951;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14951.pdf;FALSE
24-15008;24_15008;;Accord-cadre de fourniture de produits, matériels d'entretien et ouate pour la Ville et le CCAS;24-15008;JOUE;['69'];;Marchés européens;2024-02-08;2024-05-06;;Ville de Bron;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['278'];['278'];"[""Produits d'entretien""]";['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15008;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15008.pdf;FALSE
24-15012;24_15012;;FOURNITURE, INSTALLATION, MISE EN SERVICE DE CÂBLAGE VDI ET d'EQUIPEMENTS DU SYSTÈME D'INFORMATION POUR LE CROUS DE TOULOUSE-OCCITANIE;24-15012;JOUE;['31'];;Marchés européens;2024-02-08;2024-05-06;;CROUS de Toulouse-Occitanie;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['47'];['47'];['Câblage'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15012;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15012.pdf;FALSE
24-15060;24_15060;;RD 1215 Déviation Saint-Aubin Le Taillan - Travaux d'aménagement paysagers - Restauration des sites de compensation de la déviation Saint-Aubin Le Taillan - Ref 2197;24-15060;JOUE;['33'];;Marchés européens;2024-02-08;2024-05-06;;Conseil Départemental de la Gironde;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['365'];['365'];['Voirie'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15060;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15060.pdf;FALSE
24-15087;24_15087;;MARCHE N°2023-037 - VÉRIFICATIONS TECHNIQUES PERIODIQUES OBLIGATOIRES ET CONTRÔLES DES INSTALLATIONS D'EXTRACTION SPÉCIFIQUE;24-15087;JOUE;['31'];;Marchés européens;2024-02-08;2024-03-09;;IN SITU ENVIRONNEMENT;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['72'];['72'];['Contrôle technique'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15087;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15087.pdf;FALSE
24-15104;24_15104;;Installation et Location d?un bâtiment modulaire pour le centre d'investigation clinique de l'hôpital Cochin   Lot 1 Gros ?uvre étendu (fondations, pylônes, escalier extérieur) Lot 2 Bâtiments modulai;24-15104;JOUE;['75'];;Marchés européens;2024-02-08;2024-03-07;;Tribunal administratif de Paris;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['27'];['27'];['Bâtiments modulaires'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15104;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15104.pdf;FALSE
24-15208;24_15208;;232143/VRA/DCAMG-AOO ACBDC  - Mission d'OPCU et AMO dans le cadre du Nouveau Programme National de Renouvellement Urbain et du futur Contrat de Ville de Valence Romans Agglo;24-15208;JOUE;['26'];;Marchés européens;2024-02-08;2024-05-06;;Valence Romans Agglo;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['433', '455'];['433', '455'];"[""Assistance à maîtrise d'ouvrage"", 'Ingénierie']";['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15208;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15208.pdf;FALSE
24-15307;24_15307;;La consultation porte sur la fourniture de produits alimentaires destinés aux établissements de la restauration municipale et au centre communal d'action sociale (C.C.A.S.) de Puteaux.;24-15307;JOUE;['92'];;Marchés européens;2024-02-08;2024-03-07;;Mairie de Puteaux;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['88'];['88'];['Denrées alimentaires'];['FOURNITURES'];['Fournitures'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15307;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15307.pdf;FALSE
24-14837;24_14837;;Tierce Maintenance Applicative des logiciels Cil'Report et Soli'Aide;24-14837;JOUE;['75'];;Marchés européens;2024-02-08;2024-05-05;;ACTION LOGEMENT SERVICES;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['186'];['186'];['Logiciel'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14837;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14837.pdf;FALSE
24-14849;24_14849;;Prestations de formation dans le domaine de la prévention;24-14849;JOUE;['69'];;Marchés européens;2024-02-08;2024-04-06;;COMMUNAUTE DE COMMUNES DU PAYS DE L'ARBRESLE;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['410'];['410'];['Formation'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14849;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14849.pdf;FALSE
24-14910;24_14910;;Marché Infrastructure & VRD - Lot 1, 2, 3, 4;24-14910;JOUE;['63'];;Marchés européens;2024-02-08;2024-05-05;;SMTC AGGLOMERATION CLERMONTOISE;;DIRECTIVE-25;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux', 'environnementaux'];;;INITIAL;['6', '141', '199', '253', '341'];['6', '141', '199', '253', '341'];"['Alimentation en eau potable', 'Génie civil', 'Matériaux routiers', ""Ouvrage d'infrastructure"", 'Terrassement']";['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14910;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14910.pdf;FALSE
24-14965;24_14965;;Concours restreint de maîtrise d'oeuvre sur esquisse portant sur la construction d'un parking SILO Type Parc de Stationnement Largement Ventilé (PSLV) sur le site de la Capochja;24-14965;JOUE;['20B'];;Marchés européens;2024-02-08;2024-03-08;2024-03-08T11:00:00+00:00;Ville de Bastia;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;CONCOURS;Avis de marché;Concours;appeloffre/concours;Avis de marché/Concours;;;;INITIAL;['197'];['197'];"[""Maîtrise d'oeuvre""]";['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-14965;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-14965.pdf;FALSE
24-15063;24_15063;;Prestations d'entretien, de maintenance, de fourniture et d'installation d'équipements d'aires de jeux extérieures;24-15063;JOUE;['78'];;Marchés européens;2024-02-08;2024-05-06;;Commune de Viroflay;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;['environnementaux'];;;INITIAL;['400'];['400'];['Aire de jeux'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15063;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15063.pdf;FALSE
24-15265;24_15265;;ELABORATION D'ETUDES HYDRAULIQUES ET DE DOSSIERS AU TITRE DU CODE DE L'ENVIRONNEMENT AFFERENTS A DES AMENAGEMENTS ROUTIERS;24-15265;JOUE;['20A'];;Marchés européens;2024-02-08;2024-05-06;;Collectivité de Corse;;DIRECTIVE-24;;;Procédure NC;/;ATTRIBUTION;STANDARD;Résultat de marché;;attribution/standard;Résultat de marché/;;;;INITIAL;['118'];['118'];['Etude'];['SERVICES'];['Services'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15265;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15265.pdf;FALSE
24-15640;24_15640;;Prolongement de la rue Clémence Royer et création de l'accès à l'Unité Cynotechnique Locale, sur le parc d'activités de Brais à Saint-Nazaire;24-15640;FNS;['44', '85', '49', '35'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-29;2024-02-29T12:00:00+00:00;Sem Sonadev;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['341', '365', '18', '6', '306'];['341', '365', '18', '6', '306'];['Terrassement', 'Voirie', 'Assainissement', 'Alimentation en eau potable', 'Réseaux divers'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15640;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15640.pdf;FALSE
24-15647;24_15647;;23m0131pa - Travaux D'Amenagement De La Place De L'Europe A Toulouse/Im/Clp;24-15647;FNS;['31'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-05-07;;Toulouse Métropole;;FNSimple;;;Procédure NC;/;ATTRIBUTION;;Résultat de marché;;attribution/standard;Résultat de marché/;['sociaux'];;;INITIAL;['341'];['341'];['Terrassement'];['TRAVAUX'];['Travaux'];['', '10', '6'];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15647;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15647.pdf;FALSE
24-15656;24_15656;;Travaux de réhabilitation du réservoir au sol et de la station de pompage de l'Isle-Célée à Dinard;24-15656;FNS;['35'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-29;;Eau du Pays de Saint-Malo;;FNSimple;;;Procédure NC;/;RECTIFICATIF;;Rectificatif;Rectificatif;rectificatif/standard;Rectificatif/;;;;RECTIFICATIF;['6'];['6'];['Alimentation en eau potable'];['TRAVAUX'];['Travaux'];;;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15656;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15656.pdf;FALSE
24-15865;24_15865;;Travaux de réalisation de 2 laveries dans la commune de Koungou;24-15865;FNS;['976'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-09;2024-02-29T16:00:00+00:00;Ville de Koungou (976);;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['2'];['2'];['Abonnement'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15865;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15865.pdf;FALSE
24-15895;24_15895;;Amélioration des équipements de l'éclairage public des zones d'activités de la Communauté de Communes du Sisteronais-Buëch dans les Alpes-de-Haute-Provence;24-15895;FNS;['04', '05'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-04;2024-03-04T12:00:00+00:00;Communauté de Communes du Sisteronais-Buëch;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['102'];['102'];['Eclairage public'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15895;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15895.pdf;FALSE
24-15933;24_15933;;Réalisation de travaux de remplacement des luminaires d'éclairage public de sources conventionnelles en luminaire d'éclairage public de sources à LED sur la commune de Cormeilles-en-Vexin;24-15933;FNS;['95', '78', '91', '92', '93', '94'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-11;2024-03-11T17:00:00+00:00;Collectivité territoriale;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['102'];['102'];['Eclairage public'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15933;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15933.pdf;FALSE
24-15937;24_15937;;TRAVAUX DE REHABILITATION DE L’ANCIENNE PERCEPTION DE HONDSCHOOTE;24-15937;FNS;['59'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-04-08;2024-03-18T11:30:00+00:00;Communauté de Communes des Hauts de Flandre;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['144'];['144'];['Gros oeuvre'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15937;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15937.pdf;FALSE
24-15950;24_15950;;Fertilisants et amendements;24-15950;FNS;['86'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-08;2024-03-08T16:00:00+00:00;Communauté d'Agglomération de Poitiers (86);;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['275'];['275'];['Produits chimiques'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15950;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15950.pdf;FALSE
24-15967;24_15967;;Fourniture Et Maintenance Des Materiels Radio Mobiles Professionnelles;24-15967;FNS;['13'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-11;2024-03-11T12:00:00+00:00;Mairie d'Aix-en-Provence;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['196', '339'];['196', '339'];['Maintenance', 'Matériel de téléphonie'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15967;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15967.pdf;FALSE
24-15977;24_15977;;Fourniture de carburants à la pompe pour l'ensemble du parc automobile de la Cc2r et du Cias sur la période 2024-2027;24-15977;FNS;['82'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-04;2024-03-04T12:00:00+00:00;Communauté de Communes des Deux Rives;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['52'];['52'];['Carburant, hydrocarbure'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15977;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15977.pdf;FALSE
24-15612;24_15612;;Construction d’une passerelle sur le watergang Schel Vliet à Gravelines;24-15612;FNS;['59'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-02-23;2024-02-23T12:00:00+00:00;Communauté Urbaine de Dunkerque;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['286', '247'];['286', '247'];"['Passerelle', ""Oeuvre d'art""]";['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15612;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15612.pdf;FALSE
24-15580;24_15580;;Prestation de service de mise à disposition de personnel intérimaire pour la caisse des école de Paris 17ème;24-15580;FNS;['75'];;Marchés entre 90 k€ et seuils européens;2024-02-08;2024-03-22;2024-03-22T17:00:00+00:00;Caisse des Ecoles du 17ème arrondissement;;FNSimple;OUVERT;;Procédure Ouverte;OUVERT/;APPEL_OFFRE;;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['461'];['461'];['Mise à disposition de personnel'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15580;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15580.pdf;FALSE
24-15279;24_15279;;AT 38 - Transport Scolaire;24-15279;JOUE;['38'];;Marchés européens;2024-02-08;2024-03-10;2024-03-11T10:00:00+00:00;Tribunal Administratif de Lyon;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['347'];['347'];['Transport'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15279;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15279.pdf;FALSE
24-15303;24_15303;;Location d'autocars avec chauffeurs et achat d'autocars neufs ou d'occasion pour la Ville de Bry-sur-Marne;24-15303;JOUE;['94'];;Marchés européens;2024-02-08;2024-03-06;2024-03-04T10:00:00+00:00;Tribunal de Melun;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['347'];['347'];['Transport'];['FOURNITURES'];['Fournitures'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15303;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15303.pdf;FALSE
24-15146;24_15146;;Prestations d'assistance au recrutement de personnel d'encadrement, d'expertise (biomédical, architecture, recherche) et de direction, de personnel IT, de personnel paramédical, de personnel médical,;24-15146;JOUE;['21', '52'];;Marchés européens;2024-02-08;2024-03-11;2024-03-11T10:00:00+00:00;CHU Dijon Bourgogne;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['274'];['274'];['Prestations de services'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15146;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15146.pdf;FALSE
24-15172;24_15172;;Travaux de construction ou de réfection des chaussées en béton bitumineux sur le réseau routier structurant de la MEL;24-15172;JOUE;['59', '62'];;Marchés européens;2024-02-08;2024-03-18;2024-03-18T10:00:00+00:00;Métropole Européenne de Lille;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['365'];['365'];['Voirie'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15172;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15172.pdf;FALSE
24-15194;24_15194;;Accord-Cadre pour la Rénovation des luminaires du parc d'éclairage public -  Campagne 2024/2027;24-15194;JOUE;['63'];;Marchés européens;2024-02-08;2024-03-04;2024-03-04T11:00:00+00:00;Mairie de Riom;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;['environnementaux'];;;INITIAL;['102'];['102'];['Eclairage public'];['TRAVAUX'];['Travaux'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15194;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15194.pdf;FALSE
24-15223;24_15223;;Marche de Performance Energétique des bâtiments de Rouen HABITAT;24-15223;JOUE;['76', '27', '75'];;Marchés européens;2024-02-08;2024-03-27;2024-03-27T14:00:00+00:00;OPH Rouen Habitat;;DIRECTIVE-24;;;Procédure NC;/;APPEL_OFFRE;STANDARD;Avis de marché;;appeloffre/standard;Avis de marché/;;;;INITIAL;['59'];['59'];['Chauffage (exploitation, entretien)'];['SERVICES'];['Services'];['5', '1', ''];;;;3.2.5;;;https://www.boamp.fr/pages/avis/?q=idweb:24-15223;https://www.boamp.fr/telechargements/FILES/PDF/2024/02/24-15223.pdf;FALSE
